Trilocale via degli Juvenci, Roma	Roma	185.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-degli-juvenci-roma/87838908	Rif: Bal.1 - Proponiamo la vendita di un appartamento in zona Porta Furba, a via degli Juvenci, al primo piano di una palazzina di quattro, composto da ingresso, soggiorno con angolo cottura, camera e un'altra piccola camera, servizio, soppalco e balcone. L'appartamento è luminoso, ristrutturato e termoautonomo. Classe "G" epi 175 kwh/mqa. La nostra agenzia si trova a via Lucio Papirio 107 (di fronte l'ufficio Postale), per appuntamenti contattate il: 06-71072371.
 
 Ogni agenzia ha un proprio...
