Palazzo di 8500 metri quadrati libero	San Giovanni / Appio Latino / Ardeatino	Contatta l'utente	http://www.kijiji.it/annunci/vendita/roma-annunci-san-giovanni-appio-latino-ardeatino/palazzo-di-8500-metri-quadrati-libero/87875578	Luxuryhouseweb propone, adiacente alla stazione Tuscolana, un palazzo di 8500 metri quadrati libero da persone e cose, con 3500 metri quadrati di corte utile per 120 posti auto. Progetto per 140 appartamenti. Richiesta 8.500.000 euro. 
Possibilità di ispezionare l'immobile. Verrà richiesta una manifestazione d'interesse non vincolante. Per ulteriori informazioni rivolgersi all'agenzia di mediazione. 
