Locale 700 mq circa 4 vetrine uscita metro	Aurelio/ Boccea	Contatta l'utente	http://www.kijiji.it/annunci/vendita/roma-annunci-aurelio-boccea/locale-700-mq-circa-4-vetrine-uscita-metro/66510696	Locale 700 mq circa 4 vetrine uscita metro via baldo degli ubaldi 47 
trattative riservate
