Quadrilocale via della Pisana, Roma	Roma	429.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/quadrilocale-via-della-pisana-roma/87885584	Rif: 42/15 - Pisana - in comprensorio signorile nel verde proponiamo appartamento di ampia metratura composto da ingresso soggiorno 3 camere cucina abitabile bagno terrazzo balcone posto auto coperto e cantina.
 
 Note: servizio di portineria,parco condominiale di un ettaro e mezzo con alberi ad alto fusto, comprensorio 7 palazzine in cortina,pavimenti ingresso e soggiorno in marmo, terrazzo quadrato di 20 mq,due balconi vivibili uno di 8 e uno di 12 mq
