Cassia due ponti quattro box auto ascensore disabili motor.	Cassia / Olgiata / Castel di Guido / Vergine Santa	Contatta l'utente	http://www.kijiji.it/annunci/vendita/roma-annunci-cassia-olgiata-castel-di-guido-vergine-santa/cassia-due-ponti-quattro-box-auto-ascensore-disabili-motor/79972373	Cassia, via Due Ponti, a 100 metri dalla via Cassia, quattro box auto restaurati, chiusura motorizzata, perfettamente asciutti, ascensore per disabili al piano stradale, perfettamente asciutti, per le seguenti misure nette e prezzi: Box 16 mq. Euro 19.500/ Box 14 mq. Euro 22.500/ Box 22 mq. Euro 31.000/ Box 35 mq. Euro 42.500.
Proposta di AA immobiliare: cell. 3341182202
