Ufficio in Vendita	Roma	1.400.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/ufficio-in-vendita/87883823	Rif: 2200 - PARIOLI VIALE BRUNO BUOZZI in splendido palazzo signorile con facciata in intonaco e cortina con ascensore e servizio portineria, proponiamo un appartamento completamente ristrutturato di 300 mq su due livelli, con soffitti alti 3,40 mt. Accatastato A/10 ripristinabile in abitazione.
 L'immobile è così composto:
 piano terra con ingresso indipendente, 2 ampie camere,e servizio.;
 primo piano doppio ingresso con ampia reception, 9 camere tripli servizi, ripostiglio, armadio a muro,...
