Appartamento via dei Banchi Nuovi, Roma	Roma	900.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-via-dei-banchi-nuovi-roma/87882622	CENTRO STORICO - VIA DEI BANCHI NUOVI nelle vicinanze di CASTEL SANT'ANGELO e SAN PIETRO, proponiamo un meraviglioso appartamento di ampia metratura in prestigioso ed elegante palazzo d'epoca, composto da salone doppio, quattro camere, cucina abitabile, due servizi. OCCASIONE UNICA. Euro 900.000
 Per informazioni e appuntamenti contattare lo 06.5417973, saremo lieti di risponderVi. www.romacasaweb.it
