Ampio bilocale in contesto residenziale nel verde	Tiburtino / Collatino	239.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-tiburtino-collatino/ampio-bilocale-in-contesto-residenziale-nel-verde/87849664	Via Giorgio Amendola, in una delle vie più richieste del quartiere di Colli Aniene, proponiamo in vendita in comprensorio chiuso,
un ampio bilocale in palazzina di solo tre piani.
L'appartamento è così composto: salone a vista, cucinotto, comoda camera matrimoniale, bagno, terrazzo.
Di pertinenza una cantina e un posto auto coperto.
Adiacente ai parchi, scuole, e vicino alle attività commerciali del quartiere.
