Trilocale via della Pisana, Roma	Roma	199.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-della-pisana-roma/87885585	Rif: 21/15 - Pisana parte iniziale in piccola palazzina appartamento composto da ingresso soggiorno 2 camere cucina abitabile bagno balcone e posto auto scoperto.
 
 Note: doppia esposizione, soppalco nel bagno.
