Trilocale via Laura Mantegazza, Roma	Roma	350.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-laura-mantegazza-roma/87843341	Rif: MANTEGAZZA - Monteverde Nuovo a 10m dalla fermata â€œSan Camilloâ€ linea 8, Via Laura Mantegazza in palazzina ristrutturata con ascensore proponiamo appartamento luminoso con doppia esposizione, composto da: ingresso-corridoio soggiorno con angolo cottura su misura, due camere da letto, bagno, soppalco, parquet, infissi a doppi vetri. Ape G. La richiesta è di € 350.000,00
 
 Agenzia Vecchioni Immobiliare
