Casal Palocco	Acilia / Axa / Casal Palocco	600.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-acilia-axa-casal-palocco/casal-palocco/79750848	Casal Palocco a pochi passi da tutti i servizi primari ;centro commerciale, supermercato, farmacia, scuole, mezzi pubblici, parchi, impianti sportivi e situata in una delle vie più prestigiose proponiamo 
VIlla di mq 240 con ampio Giardino , terrazza, viale Carrabile con parcheggio e accesso al box.
La villa si compone su tre livelli
piano rialzato
ampio ingresso, grande salone con accesso al terrazzo, cucina con balcone, ripostiglio e servizio.
piano primo
3 camere da letto , 2 servizi e...
