Appartamento via Federico Zardi, Roma	Roma	265.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-via-federico-zardi-roma/87883122	Rif: Zardi - La Storta Via Federico Zardi - zona ottimamente collegata (Stazione FM3 Olgiata) - in piccola palazzina costruita negli anni '90 proponiamo la vendita di un appartamento posto al piano primo di mq 115 - tripla esposizione luminoso - composto da: ampio ingresso, salone doppio, 2 camere, cucina/pranzo, 2 bagni, ripostiglio, 2 grandi balconi, sovrastante lastrico solare/terrazzo di mq 132. Buono Stato . Prezzo € 265.000,00. 
 Classe G ipe 208,23 kwh/m2anno.
 Possibilità di locale...
