Privato vende	Prenestino / Casilino	300.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-prenestino-casilino/privato-vende/78349645	Privato vende appartamento mq 80, zona Pigneto, 4° piano palazzina con cortile interno, contesto tranquillo,Termoautonomo, Ascensore, ingresso due camere, salone grande, bagno e cucina abitabile ottima esposizione, classe energetica da fornire.
300.000,00 euro tratt. NO AGENZIE
320/0928281 O 328/6267680
