Appartamento corso Trieste, Roma	Roma	1.050.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-corso-trieste-roma/87885406	Rif: CORSO TRIESTE - CORSO TRIESTE
 
 In prestigioso stabile d'epoca con portineria, signorile luminosissimo 3° piano con silenzioso affaccio nel verde, 160 mq circa, composti da ampio ingresso, salone triplo, rifinita cucina abitabile in muratura, 3 ampie camere, 2 eleganti bagni in marmo, ripostiglio, soppalchi e balconi. L'ampia metratura offre numerose possibilità di cambiamento, come la realizzazione di un'ulteriore cameretta ed un'altro bagno. In ottime condizioni, finiture di pregio....
