Bilocale via del Pigneto, Roma	Roma	160.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-del-pigneto-roma/87883846	Rif: 2417 - PIGNETO Via dell'Acqua Bullicante, in palazzina con facciata in intonaco di 5 piani senza ascensore, proponiamo un appartamento posto al quinto piano di 60 mq composto da ingresso saloncino camera cucina bagno soppalco, 1 balcone, completamente arredato. 
 Ha esposizione doppia esterna ed interna, la zona in cui è ubicata è ben servita da vari esercizi commerciali e mezzi di trasporto. Prezzo de vendita € 160.000. Classe energetica di appartenenza: G.
