Bilocale piazza Porta Maggiore, Roma	Roma	199.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-piazza-porta-maggiore-roma/87883856	Rif: 2428 - ESQUILINO PORTA MAGGIORE in palazzo di recente costruzione con facciata in intonaco in ottime condizioni con ascensore e portineria vi proponiamo un delizioso appartamento sito al quarto piano di 55 mq composto da ingresso saloncino camera cieca con parete in vetrocemento cucinotto bagno cieco. L'immobile ha un'esposizione esterna molto luminosa e aperta ed è in buono stato generale.Completa la proprietà una cantina ed un posto auto scoperto.
 La zona in cui è ubicato l'immobile...
